no. in part 3,species name,author names with var. and ssp.,phylum: family,life form,status,if cultivated,synonyms
1360,Carallia brachiata, (Lour.) Merr., Magnoliophyta: Rhizophoraceae, tree,endangered, cultivated,
1361,Cayratia mollissima, (Wall.) Gagnep., Magnoliophyta: Vitaceae, climber,endangered, cultivated,
1362,Cephalomanes javanicum, (Blume) Bosch, Filicinophyta: Hymenophyllaceae, epiphyte,endangered,,
1363,Cephalomanes obscurum, (Blume) K. Iwatsuki, Filicinophyta: Hymenophyllaceae, herb,endangered,,
1364,Ceriops zippeliana, Blume, Magnoliophyta: Rhizophoraceae, tree,endangered, cultivated, =C. decandra (Griff.) Ding Hou;  C. roxburghiana Arn.
1365,Chassalia curviflora, (Wall.) Thw., Magnoliophyta: Rubiaceae, shrub,endangered,,
1366,Coscinium fenestratum, (Gaertn.) Colebr., Magnoliophyta: Menispermaceae, climber,endangered,,
1367,Cratoxylum cochinchinense, (Lour.) Blume, Magnoliophyta: Hypericaceae, tree,endangered, cultivated,
1368,Cratoxylum formosum, (Jack) Dyer, Magnoliophyta: Hypericaceae, tree,endangered, cultivated,
1369,Crepidomanes humile, (G.Forst) Bosch, Filicinophyta: Hymenophyllaceae, epiphyte,endangered,,
1370,Croton oblongus, Burm. f., Magnoliophyta: Euphorbiaceae, tree,endangered,, =C. laevifolius Blume
1371,Cyathea squamulata, (Blume) Copel., Filicinophyta: Cyatheaceae, tree,endangered,,
1372,Dacryodes costata, (A.W. Benn.) H.J. Lam, Magnoliophyta: Burseraceae, tree,endangered,,
1373,Dacryodes laxa, (Benn.) Lam, Magnoliophyta: Burseraceae, tree,endangered,,
1374,Daemonorops geniculata, (Griff.) Mart., Magnoliophyta: Arecaceae, climber,endangered,,
1375,Daemonorops grandis, (Giff.) Griff. ex Mart., Magnoliophyta: Arecaceae, climber,endangered,,
1376,Davallia angustata, Wall. ex Hook. & Grev., Filicinophyta: Davalliaceae, epiphyte,endangered,,
1377,Davallia pectinata, Sm., Filicinophyta: Davalliaceae, epiphyte,endangered,,
1378,Dillenia grandifolia, Wall. ex Hook. f. & Thoms., Magnoliophyta: Dilleniaceae, tree,endangered, cultivated,
1379,Diospyros argentea, Griff., Magnoliophyta: Ebenaceae, tree,endangered, cultivated,
1380,Diplazium cordifolium, Blume, Filicinophyta: Woodsiaceae, herb,endangered,,
1381,Diplazium malaccense, C. Presl, Filicinophyta: Woodsiaceae, herb,endangered,,
1382,Diplazium polypodiodes, Blume, Filicinophyta: Woodsiaceae, herb,endangered,,
1383,Diplazium prescottianum, (Wall. ex Hook.) T. Moore, Filicinophyta: Woodsiaceae, herb,endangered,,
1384,Diplazium riparium, Holttum, Filicinophyta: Woodsiaceae, herb,endangered,,
1385,Diplazium sorzogonense, C. Presl, Filicinophyta: Woodsiaceae, herb,endangered,,
1386,Dissochaeta pallida, (Jack) Blume, Magnoliophyta: Melastomataceae, climber,endangered,,
1387,Donax canniformis, (G. Forst.) K. Schum., Magnoliophyta: Marantaceae, herb,endangered, cultivated, =D.  grandis (Miq.) Ridl.
1388,Durio griffithii, (Mast.) Bakh., Magnoliophyta: Malvaceae, tree,endangered,,
1389,Elaeocarpus floribundus, Blume, Magnoliophyta: Elaeocarpaceae, tree,endangered, cultivated,
1390,Embelia canescens, Jack, Magnoliophyta: Myrsinaceae, climber,endangered,,
1391,Fagraea racemosa, Jack ex Wall., Magnoliophyta: Gentianaceae, climber,endangered, cultivated,
1392,Ficus apiocarpa, Miq., Magnoliophyta: Moraceae, climber,endangered,,
1393,Ficus globosa, Blume, Magnoliophyta: Moraceae, shrub,endangered, cultivated,
1394,Ficus superba, Miq., Magnoliophyta: Moraceae, strangler,endangered, cultivated,
1395,Ficus vasculosa, Wall. ex Miq., Magnoliophyta: Moraceae, tree,endangered, cultivated,
1396,Fissistigma lanuginosum, (Hook. f. & Thoms.) Merr., Magnoliophyta: Annonaceae, climber,endangered,,
1397,Gaertnera obesa, Hook. f. ex C.B. Clarke, Magnoliophyta: Rubiaceae, shrub,endangered, cultivated,
1398,Garcinia griffithii, T. Anderson, Magnoliophyta: Clusiaceae, tree,endangered, cultivated,
1399,Garcinia hombroniana, Pierre, Magnoliophyta: Clusiaceae, tree,endangered, cultivated,
1400,Geophila repens, (L.) I.M. Johnst. var. asiatica (Cham. & Schltdl.) Fosberg, Magnoliophyta: Rubiaceae, shrub,endangered, cultivated,
1401,Gironniera parvifolia, Planch., Magnoliophyta: Cannabaceae, tree,endangered,,
1402,Gironniera subaequalis, Planch., Magnoliophyta: Cannabaceae, tree,endangered,,
1403,Glochidion littorale, Blume, Magnoliophyta: Phyllanthaceae, shrub,endangered, cultivated,
1404,Gmelina elliptica, Sm., Magnoliophyta: Lamiaceae, shrub,endangered, cultivated,
1405,Gonocaryum gracile, Miq., Magnoliophyta: Cardiopteridaceae, shrub,endangered,,
1406,Gonystylus confusus, Airy Shaw, Magnoliophyta: Thymelaeaceae, tree,endangered, cultivated,
1407,Gordonia multinervis, King, Magnoliophyta: Theaceae, tree,endangered,,
1408,Gordonia singaporiana, Wall. ex Ridl., Magnoliophyta: Theaceae, tree,endangered,,
1409,Grenacheria lampani, (Scheff.) Mez, Magnoliophyta: Myrsinaceae, climber,endangered,,
1410,Guettarda speciosa, L., Magnoliophyta: Rubiaceae, tree,endangered, cultivated,
1411,Halophila beccarii, Aschers., Magnoliophyta: Hydrocharitaceae, herb,endangered,,
1412,Heritiera elata, Ridl., Magnoliophyta: Malvaceae, tree,endangered, cultivated,
1413,Heritiera littoralis, Aiton, Magnoliophyta: Malvaceae, tree,endangered, cultivated,
1414,Heritiera simplicifolia, (Mast.) Kosterm., Magnoliophyta: Malvaceae, tree,endangered, cultivated,
1415,Heterogonium sagenioides, (Mett.) Holttum, Filicinophyta: Dryopteridaceae, herb,endangered,,
1416,Homalomena humilis, (Jack) Hook. f., Magnoliophyta: Araceae, herb,endangered,,
1417,Homalomena pendula, (Blume) Bakh. f., Magnoliophyta: Araceae, herb,endangered,,
1418,Homalomena rostrata, Griff., Magnoliophyta: Araceae, herb,endangered,,
1419,Homalomena sagittifolia, Jungh. ex Schott, Magnoliophyta: Araceae, herb,endangered,,
1420,Hopea mengarawan, Miq., Magnoliophyta: Dipterocarpaceae, tree,endangered, cultivated,
1421,Horsfieldia sucosa, (King) Warb., Magnoliophyta: Myristicaceae, tree,endangered, cultivated,
1422,Hoya lacunosa, Blume, Magnoliophyta: Apocynaceae, epiphyte,endangered,,
1423,Hoya latifolia, G. Don, Magnoliophyta: Apocynaceae, epiphyte,endangered,,
1424,Huperzia phlegmaria, (L.) Rothm., Lycophyta: Lypopodiaceae, epiphyte,endangered,,
1425,Hymenophyllum acanthoides, (Bosch) Rosenst., Filicinophyta: Hymenophyllaceae, epiphyte,endangered,,
1426,Hymenophyllum denticulatum, Sw., Filicinophyta: Hymenophyllaceae, epiphyte,endangered,,
1427,Hymenophyllum holochilum, (Bosch) C. Chr., Filicinophyta: Hymenophyllaceae, epiphyte,endangered,,
1428,Hymenophyllum serrulatum, (C. Presl) C. Chr., Filicinophyta: Hymenophyllaceae, epiphyte,endangered,,
1429,Ilex maingayi, Hook. f., Magnoliophyta: Aquifoliaceae, tree,endangered,,
1430,Iodes ovalis, Blume, Magnoliophyta: Icacinaceae, climber,endangered,,
1431,Ixora lobbii, King & Gamble, Magnoliophyta: Rubiaceae, shrub,endangered,,
1432,Ixora pendula, Jack var. pendula, Magnoliophyta: Rubiaceae, shrub,endangered, cultivated,
1433,Jasminum elongatum, (P.J. Bergius) Willd., Magnoliophyta: Oleaceae, climber,endangered,,
1434,Knema communis, J. Sinclair, Magnoliophyta: Myristicaceae, tree,endangered,,
1435,Knema conferta, (King) Warb., Magnoliophyta: Myristicaceae, tree,endangered, cultivated,
1436,Knema curtisii, (King) Warb. var. paludosa J. Sinclair, Magnoliophyta: Myristicaceae, tree,endangered,,
1437,Knema intermedia, (Blume) Warb., Magnoliophyta: Myristicaceae, tree,endangered,,
1438,Knema latericia, Elm. ssp. ridleyi (Gandoger) de Willde, Magnoliophyta: Myristicaceae, tree,endangered,,
1439,Knema laurina, (Blume) Warb., Magnoliophyta: Myristicaceae, tree,endangered, cultivated,
1440,Knema malayana, Warb., Magnoliophyta: Myristicaceae, tree,endangered, cultivated,
1441,Koompassia malaccensis, Maingay ex Benth., Magnoliophyta: Fabaceae, tree,endangered, cultivated,
1442,Korthalsia rostrata, Blume, Magnoliophyta: Arecaceae, climber,endangered,,
1443,Kunstleria ridleyi, Prain, Magnoliophyta: Fabaceae, climber,endangered,,
1444,Lasianthus constrictus, Wight, Magnoliophyta: Rubiaceae, shrub,endangered,,
1445,Lepisorus longifolius, (Blume) Holttum, Filicinophyta: Polypodiaceae, epiphyte,endangered,, =Paragramma longifolia T. Moore
1446,Licuala ferruginea, Becc., Magnoliophyta: Arecaceae, shrub,endangered, cultivated,
1447,Limacia oblonga, Hook. f. & Thoms., Magnoliophyta: Menispermaceae, climber,endangered,,
1448,Lindsaea cultrata, (Willd.) Sw., Filicinophyta: Dennstaedtiaceae, climber,endangered,,
1449,Lindsaea doryphora, K.U. Kramer, Filicinophyta: Dennstaedtiaceae, climber,endangered,,
1450,Linostoma pauciflorum, Griff., Magnoliophyta: Thymelaeaceae, climber,endangered,,
1451,Lithocarpus ewyckii, (Korth.) Rehd., Magnoliophyta: Fagaceae, tree,endangered, cultivated,
1452,Lithocarpus lucidus, (Roxb.) Rehd., Magnoliophyta: Fagaceae, tree,endangered, cultivated,
1453,Litsea accedens, (Blume) Boerl., Magnoliophyta: Lauraceae, tree,endangered, cultivated,
1454,Litsea castanea, Hook. f., Magnoliophyta: Lauraceae, tree,endangered, cultivated,
1455,Litsea grandis, Hook. f., Magnoliophyta: Lauraceae, tree,endangered, cultivated,
1456,Litsea ridleyi, Gamble, Magnoliophyta: Lauraceae, tree,endangered,,
1457,Lophopetalum multinervium, Ridl., Magnoliophyta: Celastraceae, tree,endangered,,
1458,Lumnitzera littorea, (Jack) Voigt, Magnoliophyta: Combretaceae, tree,endangered, cultivated,
1459,Lumnitzera racemosa, Willd., Magnoliophyta: Combretaceae, tree,endangered, cultivated,
1460,Macaranga trichocarpa, (Rchb.f. & Zoll.) Müll.Arg., Magnoliophyta: Euphorbiaceae, shrub,endangered,,
1461,Madhuca kingiana, (Brace ex King & Gamble) H.J. Lam, Magnoliophyta: Sapotaceae, tree,endangered,,
1462,Magnolia singapurensis, (Ridl) H. Keng, Magnoliophyta: Magnoliaceae, tree,endangered,, =M. liliifera (L.) Baill. var. singapurensis (Ridl.) Govaerts;  M. candollei (Blume) J. Keng var. singapurensis (Ridl.) Noot.
1463,Mangifera griffithii, Hook. f., Magnoliophyta: Anacardiaceae, tree,endangered, cultivated,
1464,Mapania kurzii, C.B. Clarke, Magnoliophyta: Cyperaceae, herb,endangered,,
1465,Mapania palustris, (Hassk. ex Steud.) F.-Vill., Magnoliophyta: Cyperaceae, herb,endangered,,
1466,Maranthes corymbosa, Blume, Magnoliophyta: Chrysobalanaceae, tree,endangered, cultivated,
1467,Matthaea sancta, Blume, Magnoliophyta: Monimiaceae, shrub,endangered,,
1468,Memecylon edule, Roxb., Magnoliophyta: Melastomataceae, tree,endangered, cultivated,
1469,Memecylon megacarpum, Furtado, Magnoliophyta: Melastomataceae, tree,endangered,,
1470,Microcos blattaefolia, (Corner) Rao, Magnoliophyta: Malvaceae, tree,endangered,,
1471,Mussaenda glabra, Vahl, Magnoliophyta: Rubiaceae, climber,endangered, cultivated,
1472,Mussaendopsis beccariana, Baill., Magnoliophyta: Rubiaceae, tree,endangered,,
1473,Myristica elliptica, Wall. ex Hook.f. & Thoms., Magnoliophyta: Myristicaceae, tree,endangered,,
1474,Nephelium cuspidatum, Blume var. eriopetalum (Miq.) Leenh., Magnoliophyta: Sapindaceae, tree,endangered,,
1475,Nephrolepis acutifolia, (Desv.) H. Christ., Filicinophyta: Oleandraceae, epiphyte,endangered,,
1476,Nymphoides indica, (L.) Kuntze, Magnoliophyta: Menyanthaceae, herb,endangered, cultivated,
1477,Ormosia bancana, (Miq.) Merr., Magnoliophyta: Fabaceae, tree,endangered,,
1478,Osmelia philippina, (Turcz.) Benth., Magnoliophyta: Salicaceae, tree,endangered,,
1479,Oxyceros fragrantissimus, (Ridl.) K.M. Wong, Magnoliophyta: Rubiaceae, climber,endangered,,
1480,Pandanus atrocarpus, Griff., Magnoliophyta: Pandanaceae, tree,endangered,,
1481,Pandanus monotheca, Mart., Magnoliophyta: Pandanaceae, shrub,endangered,,
1482,Parastemon urophyllus, (Wall. ex A. DC.) A. DC., Magnoliophyta: Chrysobalanaceae, tree,endangered,,
1483,Parishia paucijuga, Engl., Magnoliophyta: Anacardiaceae, tree,endangered,,
1484,Pellacalyx axillaris, Korth., Magnoliophyta: Rhizophoraceae, tree,endangered, cultivated,
1485,Pellacalyx saccardianus, Scort., Magnoliophyta: Rhizophoraceae, tree,endangered,,
1486,Pentace triptera, Mast., Magnoliophyta: Malvaceae, tree,endangered, cultivated,
1487,Phrynium parvum, (Ridl.) Holtt., Magnoliophyta: Marantaceae, herb,endangered,,
1488,Phymatosorus longissimus, (Blume) Pichi Serm., Filicinophyta: Polypodiaceae, climber,endangered,,
1489,Pinanga malaiana, (Mart.) Scheff., Magnoliophyta: Arecaceae, shrub,endangered, cultivated,
1490,Piper porphyrophyllum, (Lindl.) N.E.Br., Magnoliophyta: Piperaceae, climber,endangered,,
1491,Polyalthia glauca, (Hassk.) Muell., Magnoliophyta: Annonaceae, tree,endangered, cultivated,
1492,Polyalthia macropoda, King, Magnoliophyta: Annonaceae, tree,endangered,,
1493,Pometia pinnata, J.R. Forst & G. Forst., Magnoliophyta: Sapindaceae, tree,endangered, cultivated,
1494,Pongamia pinnata, (L.) Pierre, Magnoliophyta: Fabaceae, tree,endangered, cultivated, =Millettia pinnata (L.) Panigrahi
1495,Popowia tomentosa, Maing. ex Hook. f. & Thoms., Magnoliophyta: Annonaceae, tree,endangered,,
1496,Pouteria maingayi, (C.B. Clarke) Baehni, Magnoliophyta: Sapotaceae, tree,endangered, cultivated,
1497,Prismatomeris glabra, (Korth.) Val., Magnoliophyta: Rubiaceae, shrub,endangered,,
1498,Prismatomeris tetrandra, (Roxb.) K.Schum. ssp. malayana (Ridl.) Johansson, Magnoliophyta: Rubiaceae, shrub,endangered,,
1499,Pronephrium menisciicarpon, (Blume) Holttum, Filicinophyta: Thelypteridaceae, herb,endangered,,
1500,Pteris mertensioides, Willd., Filicinophyta: Pteridaceae, herb,endangered,,
1501,Pteris tripartita, Sw., Filicinophyta: Pteridaceae, herb,endangered,,
1502,Pyramidanthe prismatica, (Hook.f. & Thoms.) Merr., Magnoliophyta: Annonaceae, climber,endangered,,
1503,Pyrenaria acuminata, Planch., Magnoliophyta: Theaceae, tree,endangered,,
1504,Rourea mimosoides, (Vahl) Planch., Magnoliophyta: Connaraceae, climber,endangered,,
1505,Sandoricum koetjape, (Burm. f.) Merr., Magnoliophyta: Meliaceae, tree,endangered, cultivated,
1506,Santiria tomentosa, Blume, Magnoliophyta: Burseraceae, tree,endangered,,
1507,Scaphium macropodum, (Miq.) Beumée ex K. Heyne, Magnoliophyta: Malvaceae, tree,endangered, cultivated,
1508,Schizaea dichotoma, (L.) Sm., Filicinophyta: Schizaeaceae, herb,endangered,,
1509,Schizaea digitata, (L.) Wall. ex J. Sm., Filicinophyta: Schizaeaceae, herb,endangered,,
1510,Scleria terrestris, (L.) Fass., Magnoliophyta: Cyperaceae, herb,endangered,,
1511,Scorodocarpus borneensis, Becc., Magnoliophyta: Olacaceae, tree,endangered, cultivated,
1512,Selaginella mayeri, Hieron., Lycophyta: Selaginellaceae, climber,endangered,,
1513,Shorea parvifolia, Dyer, Magnoliophyta: Dipterocarpaceae, tree,endangered, cultivated,
1514,Smilax calophylla, Wall. ex A. DC., Magnoliophyta: Smilacaceae, climber,endangered,,
1515,Smilax leucophylla, Blume, Magnoliophyta: Smilacaceae, climber,endangered,,
1516,Stachyphrynium latifolium, (Blume) K. Schum., Magnoliophyta: Marantaceae, herb,endangered, cultivated, =S. griffithii (Baker) K. Schum.
1517,Symplocos adenophylla, Wall. ex D.Don, Magnoliophyta: Symplocaceae, shrub,endangered,,
1518,Symplocos rubiginosa, Wall. ex DC., Magnoliophyta: Symplocaceae, tree,endangered,,
1519,Syngramma alismifolia, (C. Presl) J. Sm., Filicinophyta: Adiantaceae, climber,endangered,,
1520,Syzygium accuminatissimum, (Blume) DC., Magnoliophyta: Myrtaceae, tree,endangered, cultivated, =Acmena acciminatissima (Blume) Merr. & L.M.Perry
1521,Syzygium filiforme, (Wall. ex Duthie) Chantaran. & J. Parn. var. filiforme, Magnoliophyta: Myrtaceae, tree,endangered,, =S. filiforme (Wall. ex Duthie) P. Chantaranothai & J. Parn. var. clavimyrtus (Koord. & Valeton) I.M. Turner
1522,Syzygium incarnatum, (Elmer) Merr. & L.M. Perry, Magnoliophyta: Myrtaceae, tree,endangered, cultivated, =S. cerinum (M.R. Hend.) I.M. Turner
1523,Syzygium nemestrinum, (M.R. Hend.) I.M. Turner, Magnoliophyta: Myrtaceae, tree,endangered,,
1524,Syzygium ngadimaniana, (M.R. Hend.) I.M. Turner, Magnoliophyta: Myrtaceae, tree,endangered,,
1525,Syzygium nigricans, (King) Merr. & L.M. Perry, Magnoliophyta: Myrtaceae, tree,endangered,,
1526,Syzygium pauper, (Ridl.) I.M. Turner, Magnoliophyta: Myrtaceae, tree,endangered,,
1527,Syzygium ridleyi, (King) P. Chantaranothai & J. Parn., Magnoliophyta: Myrtaceae, tree,endangered,,
1528,Tabernaemontana corymbosa, Roxb. ex Wall., Magnoliophyta: Apocynaceae, tree,endangered, cultivated,
1529,Tarenna fragrans, (Nees) K. & V., Magnoliophyta: Rubiaceae, shrub,endangered,,
1530,Tectaria angulata, (Willd.) C. Chr., Filicinophyta: Dryopteridaceae, herb,endangered,,
1531,Tectaria grandidentata, (Ces.) Holttum, Filicinophyta: Dryopteridaceae, herb,endangered,,
1532,Tectaria griffithii, (Baker) C.Chr. var. singaporeana Holttum, Filicinophyta: Dryopteridaceae, herb,endangered,,
1533,Tectaria semipinnata, (Roxb.) C.V.Morton, Filicinophyta: Dryopteridaceae, herb,endangered,,
1534,Tectaria vasta, (Blume) Copel., Filicinophyta: Dryopteridaceae, herb,endangered,,
1535,Tetracera arborescens, Jack, Magnoliophyta: Dilleniaceae, climber,endangered,,
1536,Tinomiscium petiolare, Miers ex Hook.f. & Thoms., Magnoliophyta: Menispermaceae, climber,endangered,,
1537,Trichomanes mindorense, H. Christ, Filicinophyta: Hymenophyllaceae, epiphyte,endangered,,
1538,Trichomanes motleyi, Bosch (Bosch), Filicinophyta: Hymenophyllaceae, epiphyte,endangered,,
1539,Trichomanes sublimbatum, Mull. Berol., Filicinophyta: Hymenophyllaceae, epiphyte,endangered,,
1540,Trigonachras acuta, (Hiern) Radlk., Magnoliophyta: Sapindaceae, tree,endangered,,
1541,Triomma malaccensis, Hook. f., Magnoliophyta: Burseraceae, tree,endangered,,
1542,Tristaniopsis merguensis, (Griff.) Peter G. Wilson & J.T. Waterh., Magnoliophyta: Myrtaceae, tree,endangered, cultivated,
1543,Tristaniopsis whiteana, (Griff.) Peter G. Wilson & J.T. Waterh., Magnoliophyta: Myrtaceae, tree,endangered, cultivated,
1544,Tristellateia australasiae, A. Rich., Magnoliophyta: Malpighiaceae, climber,endangered, cultivated,
1545,Uncaria cordata, (Lour.) Merr., Magnoliophyta: Rubiaceae, climber,endangered,,
1546,Urceola brachysepala, Hook. f., Magnoliophyta: Apocynaceae, climber,endangered,, =U. maingayi D.J.  Middleton
1547,Urceola torulosa, Hook. f., Magnoliophyta: Apocynaceae, climber,endangered,,
1548,Urophyllum hirsutum, (Wight) Hook. f., Magnoliophyta: Rubiaceae, shrub,endangered,,
1549,Ventilago malaccensis, Ridl., Magnoliophyta: Rhamnaceae, climber,endangered,,
1550,Xanthophyllum affine, Korth., Magnoliophyta: Polygalaceae, tree,endangered,,
1551,Xanthophyllum discolor, Chodat, Magnoliophyta: Polygalaceae, tree,endangered,,
1552,Xanthophyllum griffithii, Hook.f. ex Benn. ssp. erectum Meijden, Magnoliophyta: Polygalaceae, tree,endangered,,
1553,Xanthophyllum obscurum, Benn., Magnoliophyta: Polygalaceae, tree,endangered, cultivated,
